id,team_id,name,birthday,nationality,weight,height
1226,62,JUAN LEI,1991-01-24,Argentina,60,183
1227,62,JEFFREY HEEP,1985-05-02,Liechtenstein,86,171
1228,62,CECIL KALPAKOFF,1989-06-22,Nepal,86,195
1229,62,KRISTOPHER CALIXTO,1989-05-06,Switzerland,72,162
1230,62,COLE LAGUER,1995-02-26,Antarctica,68,163
1231,62,JAMAAL CHUBBUCK,1990-04-20,Israel,88,194
1232,62,JESSE FANDEL,1992-06-09,Indonesia,50,196
1233,62,TEODORO HERTZEL,1985-03-05,Comoros,79,179
1234,62,NICHOLAS OGLES,1995-11-16,Antarctica,77,188
1235,62,MOHAMMAD BORRELL,1987-10-02,Sweden,50,165
1236,62,CHRISTIAN LUCKADOO,1992-04-02,Paraguay,90,161
1237,62,OLLIE BUSTILLO,1994-03-24,Jersey,81,194
1238,62,ED AKIMA,1990-04-25,Suriname,87,174
1239,62,MARTY OKOREN,1992-09-20,Kazakhstan,52,170
1240,62,DOMINICK HOOGHKIRK,1995-10-14,Nepal,51,163
1241,63,DAVIS PAPADOPOULOS,1985-09-02,Azerbaijan,70,193
1242,63,EDGAR CHALIGOJ,1985-12-21,Egypt,72,180
1243,63,ENRIQUE IMBROCK,1990-06-15,Palestine,71,178
1244,63,ARDEN HULSLANDER,1990-12-15,Frances,64,194
1245,63,CESAR OLUBUNMI,1987-08-27,NorthKorea,77,167
1246,63,OWEN TOMAN,1986-09-03,Ireland,54,189
1247,63,CRUZ LADE,1985-06-07,Luxembourg,58,165
1248,63,RICHIE LAUNELEZ,1985-02-25,UnitedArabEmirates,84,191
1249,63,LOWELL CHRZANOWSKI,1987-11-15,Zambia,72,194
1250,63,ALPHONSO BECKA,1988-04-17,Curacao,73,192
1251,63,CEDRICK BLANKSHIP,1984-03-10,NorthKorea,53,165
1252,63,ERIK HILLARD,1986-01-09,Sudan,89,170
1253,63,GASTON BUTAC,1994-11-05,Zimbabwe,55,190
1254,63,LONNY RYCE,1987-11-18,Mexico,62,164
1255,63,SETH DAUFELDT,1993-07-04,Egypt,50,169
1256,63,DORSEY VANDERROEST,1989-08-09,Wallis,60,165
1257,63,SAL OCHSENBEIN,1990-05-01,Guernsey,77,165
1258,63,CRISTOBAL WATRS,1990-03-04,Peru,63,166
1259,63,HERMAN GIACALONE,1995-12-14,Russia,75,195
1260,63,ROYCE COOKS,1988-12-18,Liechtenstein,76,192
1261,64,TERRELL CROSLIN,1984-06-25,Kosovo,90,170
1262,64,MICKEY IFANTIDES,1995-05-27,SouthAfrica,72,183
1263,64,CLETUS BELA,1992-07-12,Frances,75,166
1264,64,BUSTER TAMBURELLO,1990-12-21,Jamaica,65,162
1265,64,ORVILLE KALLENBERG,1993-02-04,BouvetIsland,81,177
1266,64,MARIA BRANDLE,1993-08-21,Cuba,83,188
1267,64,DESMOND GINGELL,1994-11-03,Namibia,53,193
1268,64,ISAIAH MIX,1991-11-03,Brazil,69,183
1269,64,DALLAS BILICH,1985-03-05,Syria,53,171
1270,64,ANGEL RAMSAROOP,1990-12-23,Djibouti,86,173
1271,64,WILSON CRAZIER,1995-06-03,Nepal,55,185
1272,64,MARY SCHENFELD,1987-02-14,Madagascar,56,167
1273,64,PABLO CENDAN,1989-06-02,Guyana,83,170
1274,64,MOHAMMED NATALIZIO,1985-12-24,Kosovo,70,198
1275,64,ADOLPH YOSHIZUMI,1995-07-27,Indonesia,57,194
1276,64,NORBERTO ZACHAR,1995-12-27,Mexico,88,188
1277,64,WILL CHOKSHI,1990-06-23,Gabon,64,169
1278,64,FERNANDO ORDONES,1994-05-07,Kiribati,57,166
1279,64,ANTHONY ONCALE,1993-11-07,Gambia,74,195
1280,64,SAMMY EHRISMAN,1984-12-10,SolomonIslands,88,177
1281,65,BRANT OBA,1993-06-13,Mexico,53,161
1282,65,DENNY BOMAR,1985-09-26,Benin,78,185
1283,65,JAN SPECKMAN,1989-04-03,Kyrgyzstan,63,180
1284,65,OLEN MARCON,1986-01-03,Morocco,73,163
1285,65,CARMINE ARVEZ,1994-07-22,Bulgaria,76,186
1286,65,SAMUAL COOKINGHAM,1992-11-03,Guadaloupe,52,171
1287,65,HERIBERTO LUBBERS,1993-10-06,Zimbabwe,88,164
1288,65,VIRGIL MIERZEJEWSKI,1995-06-21,Latvia,80,161
1289,65,FLORENCIO KOVACIK,1991-03-12,Anguilla,77,194
1290,65,RICARDO UHLMAN,1986-04-07,USA,63,172
1291,65,KEVEN JAHN,1990-08-25,BosniaandHerzegovina,84,186
1292,65,RONNIE MENDE,1987-07-01,NorthKorea,78,162
1293,65,BUDDY FRONEK,1988-09-06,Malaysia,61,193
1294,65,FORREST MONDOUX,1984-07-07,Benin,88,170
1295,65,RODRIGO BOSSENBROEK,1986-04-05,Azerbaijan,67,186
1296,65,MAX KUBO,1986-01-11,Liechtenstein,79,170
1297,65,JARROD CRADER,1984-02-24,Italy,90,189
1298,65,MARGARITO FUESS,1995-01-07,Moldava,53,198
1299,65,AHMAD LEFAVER,1994-07-08,Uzbekistan,64,162
1300,65,HANS WINTERSMITH,1995-09-03,Bahamas,64,163
1301,66,DOYLE RESS,1989-10-18,Tanzania,83,194
1302,66,TOMMY CADAVIECO,1994-05-27,Japan,83,194
1303,66,NICHOLAS KUBILUS,1990-01-22,Nicaragua,88,190
1304,66,MYRON WOOTEN,1990-10-25,Brazil,71,183
1305,66,MARIA POPER,1995-03-16,IsleofMan,62,177
1306,66,WILLIE ROAOO,1984-07-10,Jersey,69,178
1307,66,FREDDIE GRENZ,1989-06-19,Kuwait,89,180
1308,66,BRUCE LENTE,1990-07-03,Qatar,60,174
1309,66,PEDRO BRUNZEL,1990-08-14,Guinea-Bissau,58,192
1310,66,ISAAC ODRISCOLL,1989-06-05,Guadaloupe,62,178
1311,66,EZEKIEL CHUI,1988-08-02,Kenya,83,174
1312,66,DWAYNE VALDO,1985-08-19,Niger,57,177
1313,66,DAVID COCOROS,1986-10-17,Ghana,88,197
1314,66,STANTON KERN,1985-04-16,Romania,66,186
1315,66,CAMERON MALKIEWICZ,1987-11-12,Philippines,80,177
1316,66,ALTON KOONS,1995-06-02,Estonia,85,173
1317,66,CLETUS DEBRY,1991-10-15,Iceland,82,169
1318,66,GARTH GRIFFTH,1985-04-24,Congo,64,164
1319,66,AHMAD MARTINEX,1988-11-08,Nepal,58,181
1320,66,ERNIE HENZLER,1985-05-10,Latvia,79,165
1321,67,DAMIAN GERSCH,1984-04-01,Palau,81,163
1322,67,PIERRE TUBERTINI,1994-12-14,Latvia,78,190
1323,67,NICKY JEUDY,1994-07-06,Kyrgyzstan,83,182
1324,67,JONATHAN BROUILLARD,1990-06-17,Poland,87,185
1325,67,DENIS SPRENKEL,1988-07-04,Algeria,73,195
1326,67,GLENN BRASSWELL,1994-12-02,Zambia,69,196
1327,67,LAMONT TURCIOS,1989-05-24,BosniaandHerzegovina,79,169
1328,67,LARRY SHEELER,1984-02-06,Hungary,64,191
1329,67,WENDELL TIRINO,1992-06-07,Montenegro,50,161
1330,67,ZACKARY HUGRON,1985-02-26,Guinea,63,175
1331,67,TAYLOR HUSK,1989-11-26,Yemen,77,188
1332,67,FEDERICO REINTS,1990-12-07,Malaysia,71,178
1333,67,RUPERT PULLMAN,1986-04-18,Aruba,90,175
1334,67,OSCAR VANDEGRIFF,1991-05-03,Andorra,56,191
1335,67,MARSHALL IRICK,1988-04-01,Haiti,57,188
1336,67,ULYSSES THEROUX,1988-03-02,Albania,89,175
1337,67,RALEIGH GIRARDI,1989-01-01,Afghanistan,84,198
1338,67,MALCOLM WALLOCH,1990-07-08,Uruguay,72,185
1339,67,RAYFORD HELFINSTINE,1990-10-17,Hungary,85,178
1340,67,ERIC BYRON,1994-01-01,Mexico,64,181
1341,68,WILBUR CHENAIL,1993-06-16,Gabon,82,192
1342,68,MARIA DEGAETANO,1984-09-07,Kenya,52,192
1343,68,JESSIE GELLESPIE,1990-10-07,Slovenia,59,193
1344,68,WILL SCHWENTKER,1984-05-25,Guadaloupe,62,192
1345,68,LEON WONDERS,1987-11-03,Ukraine,84,164
1346,68,LEO GRANDOLFO,1989-07-12,Guinea-Bissau,62,194
1347,68,WENDELL BOZARTH,1993-06-03,Canada,65,166
1348,68,RANDY BUCKLEY,1984-05-27,China,70,194
1349,68,DUDLEY HOFFELMEYER,1988-03-13,Guadaloupe,73,162
1350,68,LARRY ANTOLIN,1992-01-19,Palestine,67,192
1351,68,HUNTER GIANG,1995-06-13,SanMarino,72,171
1352,68,ERICK GRISWOULD,1986-10-11,Gabon,61,189
1353,68,MAC OLLIE,1989-01-12,Afghanistan,75,179
1354,68,FREDDY SHUKERT,1985-02-03,Guatemala,86,166
1355,68,TRUMAN ZUNIGA,1995-02-13,Mexico,81,193
1356,68,ALDEN SHIH,1988-01-04,Germany,87,193
1357,68,RENATO GUYTON,1995-06-16,Bulgaria,64,182
1358,68,TEODORO VALCARCEL,1985-02-07,Pakistan,68,168
1359,68,HERMAN MANDALA,1995-05-05,Lithuania,66,186
1360,68,GERMAN BALZER,1985-10-25,Guyana,53,188
1361,69,BRAIN SMYTH,1992-03-12,Dominica,58,172
1362,69,HIRAM LESSLY,1989-05-11,Rwanda,75,196
1363,69,RAY DIBLE,1991-07-11,NewZealand,56,167
1364,69,ISAIAS LEAVINS,1986-06-02,Mali,69,191
1365,69,CESAR BENCK,1988-08-13,Chile,53,182
1366,69,MARVIN CATO,1989-02-17,BouvetIsland,60,190
1367,69,WES SCHWENZER,1988-02-14,Cuba,75,173
1368,69,MIKE ORTIZ,1988-03-14,Iceland,81,172
1369,69,JUDE SUMAN,1992-03-15,IsleofMan,60,167
1370,69,EUGENIO DEJONGH,1989-11-19,Azerbaijan,66,182
1371,69,MICKEY MORELLA,1994-04-14,Senegal,85,170
1372,69,EMILE SHUSTA,1991-05-16,Senegal,65,193
1373,69,BLAIR ZELENKO,1995-03-10,Lithuania,90,178
1374,69,JACK GIANNI,1985-03-23,Samoa,80,173
1375,69,EMANUEL BOSTEL,1993-01-25,Liechtenstein,78,161
1376,69,EZEQUIEL BARCIK,1985-10-15,Slovakia,60,186
1377,69,MIKEL BILDER,1995-10-16,Fiji,90,180
1378,69,KRAIG PAUZA,1985-04-17,Colombia,86,192
1379,69,ELMO ESPER,1987-01-22,India,61,170
1380,69,BURTON TEASDALE,1989-07-01,Armenia,62,178
1381,70,BRITT WEIDERHOLD,1986-09-15,Portugal,60,178
1382,70,NEIL KOSH,1984-04-10,UnitedKingdom,53,176
1383,70,CONNIE LIMA,1988-09-03,Sweden,81,185
1384,70,ANTON DISETH,1989-03-27,Mongolia,62,195
1385,70,ANTONIO DICKHOFF,1989-10-25,Guam,55,163
1386,70,KEN PASKIN,1988-08-20,Portugal,90,186
1387,70,ZACHARY HATLEE,1990-10-02,CookIslands,52,171
1388,70,JARED FOSSETT,1994-01-21,Libya,86,178
1389,70,LEIF PURKISS,1988-05-10,Uganda,85,177
1390,70,MAYNARD CLEMENSON,1991-10-10,Guinea,86,171
1391,70,CARMEN FEALY,1994-01-01,Guatemala,84,176
1392,70,LESLEY THRONTON,1986-12-04,Honduras,75,171
1393,70,WALTON BOLCH,1988-01-25,Brazil,82,169
1394,70,JARROD CABADA,1993-08-08,Serbia,79,187
1395,70,GERMAN PROPST,1993-10-21,Lithuania,52,173
1396,70,WAYLON NEUWIRTH,1995-10-06,Bolivia,81,163
1397,70,ASHLEY MATRISCIANO,1988-04-03,UnitedArabEmirates,81,167
1398,70,ISSAC NEDLEY,1994-05-04,Monaco,90,180
1399,70,ENOCH LABARGE,1991-08-25,SaintHelena,70,191
1400,70,BOYCE DUNKENTELL,1984-07-16,Ireland,86,184
1401,71,JONATHON DODERER,1994-10-08,BosniaandHerzegovina,60,173
1402,71,HOSEA CONDE,1994-03-16,Algeria,76,164
1403,71,CLETUS MANCHER,1986-01-19,PapuaNewGuinea,50,188
1404,71,SCOTT LEFEBRE,1990-05-22,NewCaledonia,68,167
1405,71,KYLE ZAHRA,1991-09-26,Guinea-Bissau,86,170
1406,71,MINH TRIMBOLI,1988-01-01,Peru,78,169
1407,71,ALTON CURLEYHAIR,1989-07-19,Uganda,61,162
1408,71,TIMOTHY MAZZELLA,1993-07-12,Belarus,58,166
1409,71,FRITZ LEVINER,1986-08-25,Liechtenstein,51,163
1410,71,TERRENCE SCANNAPIECO,1989-05-09,Croatia,72,192
1411,71,ROSARIO CHIARAVALLE,1990-01-06,Tunisia,75,186
1412,71,KENNY GILMER,1987-10-17,Switzerland,83,162
1413,71,EDISON NAFTEL,1992-12-25,Italy,74,179
1414,71,LANCE COWARD,1993-03-03,Thailand,51,197
1415,71,WILBER SCHWARZLOSE,1988-07-16,Montenegro,80,188
1416,71,NORMAN GARTLAND,1989-09-06,Ecuador,64,188
1417,71,TEODORO KUCHAR,1995-03-15,Brunei,75,177
1418,71,BRYANT MONCRIEFFE,1992-10-04,Fiji,64,196
1419,71,ED COURTOIS,1984-04-12,Samoa,58,193
1420,71,MINH ESPENSCHEID,1988-08-27,Uzbekistan,52,163
1421,72,ELVIS WENDLAND,1992-02-10,SaudiArabia,71,195
1422,72,CHRISTIAN STOTELMYER,1988-08-12,CookIslands,74,162
1423,72,CAMERON ORIO,1986-08-13,Malta,55,192
1424,72,ISAIAS MCGEARY,1987-11-25,Yemen,69,190
1425,72,RICARDO VERRASTRO,1988-02-26,Turkmenistan,56,192
1426,72,BRAIN APPLE,1994-03-13,UnitedKingdom,50,192
1427,72,WILMER NAGELE,1987-02-05,Finland,66,185
1428,72,JOEL LEANDRO,1994-06-26,Nigeria,65,198
1429,72,MARIA HEINZEN,1991-04-12,UnitedKingdom,82,169
1430,72,JULIAN SHESTON,1985-05-07,Monaco,73,178
1431,72,ANDY COLAIACOVO,1992-05-11,Lithuania,58,194
1432,72,ADAM IHNAT,1994-07-12,BurkinaFaso,63,192
1433,72,MOSHE DOTTO,1985-12-06,Zimbabwe,52,177
1434,72,DARIO LESTOURGEON,1995-05-19,Sweden,70,164
1435,72,THANH ROLFES,1991-05-11,Andorra,63,183
1436,72,MANUAL BRENNEIS,1994-06-13,Barbados,80,176
1437,72,CAMERON HEROUT,1988-07-07,Cambodia,54,197
1438,72,EFREN LANSFORD,1986-06-23,Nicaragua,70,196
1439,72,GASTON FLINDERS,1988-11-07,Brunei,75,186
1440,72,STUART RUTS,1995-06-15,Burundi,84,186
1441,73,COLE CLAKLEY,1988-10-23,Venezuela,68,175
1442,73,VINCE LACZ,1986-11-18,Dominica,64,176
1443,73,DARIN SKALLA,1994-01-12,Burundi,64,164
1444,73,LEON MAUNG,1984-05-19,CookIslands,65,175
1445,73,ART FECK,1987-06-14,Iraq,55,167
1446,73,RODNEY HINISH,1995-10-05,UnitedArabEmirates,67,170
1447,73,CORNELL PERCIVAL,1991-04-07,Guernsey,89,195
1448,73,JOHNSON VALLERAND,1994-09-22,Iraq,50,176
1449,73,DAMION BUNK,1991-06-21,Bangladesh,53,192
1450,73,FRANCIS DUBOIS,1987-04-13,Curacao,90,182
1451,73,MOSHE LINDEEN,1988-04-27,Gabon,87,174
1452,73,VON DANZ,1994-10-20,Lithuania,90,161
1453,73,BRYANT TIEHEN,1995-10-27,Jordan,81,174
1454,73,ELISEO DENCKLAU,1984-09-12,Uganda,83,173
1455,73,SETH CARIN,1984-02-05,Suriname,82,190
1456,73,OMAR ARIETTA,1993-05-10,Indonesia,71,176
1457,73,RODRICK GLUCKSMAN,1989-12-18,Paraguay,87,166
1458,73,VON DEVICH,1994-09-17,SouthAfrica,51,188
1459,73,COLEMAN IMBER,1984-07-22,Yemen,52,175
1460,73,LYMAN NANIA,1995-07-27,Ethiopia,82,170
1461,74,LOUIE ROTMAN,1992-01-12,Tanzania,54,187
1462,74,SOLOMON SNELLING,1995-05-19,Guadaloupe,61,163
1463,74,HIRAM SHEDLOCK,1984-11-14,Kosovo,84,175
1464,74,THURMAN WATHEN,1995-04-14,Switzerland,85,182
1465,74,ROCKY RIGGLEMAN,1992-11-02,Afghanistan,51,170
1466,74,PETE STINDE,1985-08-03,Romania,59,192
1467,74,DARELL SONNENBERG,1992-01-09,Japan,74,163
1468,74,RUFUS RADDLE,1992-03-13,Liberia,75,178
1469,74,ELTON THEN,1984-06-26,PapuaNewGuinea,63,190
1470,74,DUDLEY DIMPSON,1987-08-06,Germany,54,174
1471,74,WOODROW WILLIAMSON,1994-07-08,Bulgaria,67,163
1472,74,SPENCER BLOVIN,1989-07-22,Zambia,78,170
1473,74,CLAUDE OSAYANDE,1986-10-01,China,80,187
1474,74,ANDRE DESERIO,1989-01-07,CookIslands,66,181
1475,74,CLINTON STANISLAWSKI,1986-03-19,Liberia,52,178
1476,74,TERENCE KURALT,1984-09-16,Kyrgyzstan,57,191
1477,74,VIRGIL STRETZ,1986-11-18,Nicaragua,57,189
1478,74,ROB RACZKOWSKI,1992-07-26,Palestine,86,168
1479,74,RAYMON DIPALMA,1988-04-16,Frances,81,195
1480,74,BRADY DUNNAVILLE,1986-07-14,Bulgaria,70,191
1481,75,ALEXANDER IODICE,1987-04-27,Indonesia,78,195
1482,75,CLIFTON KIRYLO,1986-04-09,Palau,62,179
1483,75,GARRY LEGASPI,1995-02-08,Cameroon,61,192
1484,75,CLEMENTE MANCE,1992-04-01,Rwanda,63,179
1485,75,OMAR MEDE,1984-05-20,Belgium,69,167
1486,75,ANTONE MCCLUNG,1990-05-07,Ukraine,62,190
1487,75,WILL KADELAK,1988-08-19,Uganda,81,165
1488,75,BOB LAFOUNTAINE,1994-11-07,Serbia,84,174
1489,75,LUCIUS SENOSK,1986-11-04,Pakistan,73,164
1490,75,JAROD BLOMDAHL,1992-07-01,Guatemala,83,174
1491,75,TED BURKHARDT,1990-10-12,Iceland,54,172
1492,75,RHETT HILCHER,1990-08-14,Netherlands,68,187
1493,75,TYSON BEENE,1989-05-05,SanMarino,56,175
1494,75,MILO MOUNCE,1989-04-12,Curacao,55,170
1495,75,LINO MERGEL,1994-11-20,Palau,78,166
1496,75,ARRON SHIMAOKA,1993-07-18,Senegal,79,167
1497,75,RENATO COMISKY,1984-04-05,Lithuania,64,178
1498,75,WADE GROTH,1994-12-25,Guadaloupe,56,183
1499,75,MAJOR SNORDEN,1988-05-03,Argentina,81,195
1500,75,VINCENZO VANIER,1985-06-10,Estonia,54,177
1501,76,FOSTER NEMITH,1985-10-19,USA,68,175
1502,76,LACY MARCIA,1992-09-08,Palau,55,194
1503,76,NEWTON KIMBELL,1985-09-06,Poland,78,162
1504,76,EMIL WALSH,1989-11-07,Kyrgyzstan,52,190
1505,76,MARCELINO BRUYN,1988-08-10,Benin,81,195
1506,76,MIKE HEADE,1994-03-19,Vietnam,52,195
1507,76,DONNIE MEHALIC,1988-03-27,Afghanistan,50,161
1508,76,MARQUIS EDGECOMB,1991-03-11,NewZealand,65,175
1509,76,TROY SINGLTON,1990-08-08,Guadaloupe,62,198
1510,76,DIEGO BARRIERE,1988-12-03,Gabon,71,178
1511,76,MORTON TRABER,1994-08-24,Guyana,75,195
1512,76,MANUEL BOX,1993-07-21,Nicaragua,69,195
1513,76,ODELL WEDELL,1992-10-27,Jordan,87,195
1514,76,ROBBY CORPENO,1989-08-26,Austria,58,182
1515,76,FLETCHER PEROCHO,1991-03-08,HongKong,59,171
1516,76,GARTH COMMINGS,1987-08-14,Guatemala,67,180
1517,76,GARLAND WIERZBA,1984-01-05,Guinea-Bissau,82,197
1518,76,PAT MONTAGNE,1990-03-26,Australia,51,192
1519,76,LEANDRO KUSE,1995-01-16,Bolivia,63,194
1520,76,BRENTON MANTELE,1984-09-03,Lebanon,79,179
1521,77,DOUG TAUARES,1986-11-05,Croatia,59,185
1522,77,DONOVAN YBARBO,1985-02-03,Greece,62,165
1523,77,GRANVILLE GUARNERA,1988-10-22,Nepal,58,171
1524,77,MARCEL HECKE,1989-06-06,Latvia,82,168
1525,77,FABIAN SLOGERIS,1994-04-05,CzechRepublic,86,174
1526,77,ORLANDO KLEINWOLTERIN,1994-09-15,Monaco,88,174
1527,77,LEONARD GAULDING,1986-11-19,Uzbekistan,61,198
1528,77,NICKOLAS KRISHNAN,1988-02-11,Uzbekistan,76,197
1529,77,FELTON VISCARRA,1984-03-15,Angola,75,175
1530,77,JOSIAH KJELLBERG,1987-05-16,Turkmenistan,65,197
1531,77,TYLER BARNETT,1993-10-02,Tajikistan,83,168
1532,77,ALDO BRANDELAND,1985-01-21,Jersey,62,166
1533,77,ADOLPH STMARIE,1992-04-03,Indonesia,50,191
1534,77,HORACIO SPRINGMEYER,1985-12-01,Palestine,58,170
1535,77,ERICK VANBEEK,1991-02-07,Estonia,53,174
1536,77,CHANCE POLEDORE,1995-12-12,Guinea,88,166
1537,77,DEE RADMALL,1992-04-09,Slovenia,64,196
1538,77,BOBBY KOVACIC,1994-12-16,Monaco,70,173
1539,77,KRISTOFER ASTIN,1987-12-02,Wallis,85,194
1540,77,DAMIAN BUSSOM,1985-03-04,UnitedArabEmirates,77,163
1541,78,QUINTON TOSADO,1986-04-14,Jamaica,77,183
1542,78,RUDOLPH KASTNING,1984-10-25,Tajikistan,80,169
1543,78,ALVA GANIM,1991-01-07,Curacao,60,192
1544,78,SANDY NEDROW,1985-09-17,Bhutan,61,166
1545,78,RONALD MCCLAUGHRY,1992-09-16,Egypt,83,166
1546,78,REGGIE AMIS,1984-02-21,Honduras,65,169
1547,78,MARCEL SCHEIBLE,1995-08-18,UnitedKingdom,81,170
1548,78,IVORY KAROL,1993-10-03,Benin,83,187
1549,78,HUBERT CERROS,1984-07-06,Vietnam,65,162
1550,78,WARNER SWOBODA,1989-06-03,Belarus,79,192
1551,78,MERRILL SMEDICK,1990-09-16,Burundi,86,178
1552,78,JOSH RIBAO,1993-08-17,Libya,54,163
1553,78,IGNACIO CARMONA,1990-02-14,Mali,54,184
1554,78,JERMAINE NEVERMAN,1989-07-21,PuertoRico,89,165
1555,78,ALVIN MITHELL,1991-03-13,Curacao,75,169
1556,78,EZEKIEL BONEPART,1991-02-23,Egypt,71,184
1557,78,ZACHERY FREDENBERG,1993-04-06,Namibia,64,192
1558,78,AUBREY BLESSMAN,1987-09-05,PuertoRico,70,167
1559,78,DARYL PUCCIA,1993-04-11,NewZealand,63,186
1560,78,REUBEN GRYNIUK,1992-06-13,Romania,82,181
1561,79,ISMAEL HITTLE,1991-12-09,Belarus,85,180
1562,79,BARRETT SAWYER,1995-12-17,UnitedArabEmirates,86,175
1563,79,EMORY TOSCH,1986-09-15,Anguilla,89,167
1564,79,TONEY MARTINET,1987-12-25,Palau,88,190
1565,79,MILTON EASTLING,1989-01-15,Iceland,53,170
1566,79,ELOY ZUZIAK,1992-12-26,Cameroon,64,179
1567,79,EVERETTE QUAIN,1985-12-20,ElSalvador,57,174
1568,79,BOYD PEPITONE,1985-06-25,Curacao,74,167
1569,79,CAREY PETZEL,1989-09-12,Austria,80,184
1570,79,GRADY TUCKEY,1987-05-11,Latvia,64,195
1571,79,AURELIO DERENZI,1994-01-02,Aruba,77,161
1572,79,WILBER DREWEL,1994-02-11,Algeria,72,181
1573,79,JIMMY SEGAWA,1992-02-22,Kiribati,79,181
1574,79,DOMINGO SCARLATA,1987-07-26,Macedonia,71,162
1575,79,DAMIAN SAUSSER,1994-08-14,Kenya,85,196
1576,79,PASQUALE DETAMBLE,1995-02-04,Lebanon,90,185
1577,79,CORY EDMONDSON,1990-10-26,Djibouti,55,177
1578,79,ALEXIS KOS,1992-06-19,Brazil,88,188
1579,79,ENOCH STEMARIE,1995-11-02,SaintHelena,79,176
1580,79,CLIFFORD BLASENGAME,1992-11-22,Lebanon,52,187
1581,80,AGUSTIN HORNBAKER,1993-10-03,BurkinaFaso,69,190
1582,80,VAUGHN CALVENT,1986-06-14,BurkinaFaso,62,163
1583,80,MARQUIS WOLFRED,1984-02-19,Jamaica,82,186
1584,80,ELIJAH OPHER,1993-04-04,Benin,50,175
1585,80,SETH HURTGEN,1984-06-07,UnitedArabEmirates,82,197
1586,80,STAN BECKMAN,1985-11-17,India,51,162
1587,80,ISREAL BUSING,1995-03-13,Kenya,72,161
1588,80,JARRETT MCDOUGALD,1989-01-25,Lesotho,80,190
1589,80,ANDREAS CLINGAN,1995-12-02,Mexico,59,161
1590,80,EMIL LOPES,1992-02-12,Lithuania,77,188
1591,80,CHRISTIAN MOORS,1992-03-24,Guinea,75,164
1592,80,CHI PITTELKOW,1995-01-12,NorthKorea,52,188
1593,80,NOAH ESKELSON,1992-07-15,Montenegro,83,198
1594,80,DARIUS LUTZ,1992-05-27,Curacao,53,184
1,1,SHAWN DELCARMEN,1984-01-06,Colombia,51,163
2,1,JAMEY SCHROADER,1988-02-16,Guadaloupe,65,179
3,1,MARK GOLDSCHMIDT,1988-04-26,Benin,87,187
4,1,JERROD HAGGANS,1995-08-01,Bolivia,82,168
5,1,LONNIE CHEUNG,1989-04-23,Yemen,58,193
6,1,DOUGLAS ZOLL,1989-08-22,Indonesia,78,166
7,1,LUTHER BUCY,1992-09-15,Hungary,74,167
8,1,LUKE KLUSMEYER,1986-01-22,Fiji,65,174
9,1,NEIL VIGGIANI,1991-09-02,Benin,53,165
10,1,IVORY WALKER,1993-05-25,Lithuania,62,191
11,1,ARDEN NOGUERA,1990-04-09,Armenia,88,198
12,1,TEDDY KUSHLAN,1986-11-24,Afghanistan,66,186
13,1,TOMMY LINVILLE,1987-06-17,Belgium,64,197
14,1,DARREL LUPIANI,1993-11-06,Liechtenstein,82,187
15,1,STANTON WUEST,1987-02-09,Bermuda,80,161
16,1,NORBERT SABET,1985-03-27,Peru,69,175
17,1,ANTONY BOTHOF,1989-01-23,Guernsey,78,183
18,1,BRETT JOTO,1995-02-15,Morocco,61,170
19,1,TERENCE NEPHEW,1986-12-12,Liberia,70,180
20,1,GROVER FLATT,1986-05-08,Tajikistan,65,179
21,2,EFRAIN DEMOTTA,1994-01-01,PapuaNewGuinea,66,164
22,2,JAKE PANEK,1985-12-21,Fiji,52,187
23,2,GRAHAM VIROSTKO,1994-09-11,Namibia,65,182
24,2,LAWERENCE JASTER,1990-08-13,Brunei,79,161
25,2,TYRON GALLAGER,1990-03-18,Nicaragua,63,190
26,2,SHAD NEIMEYER,1992-05-11,Guernsey,84,176
27,2,LUCIANO NESBITT,1984-04-07,SanMarino,90,186
28,2,ROCCO BARRENTINE,1988-05-27,Cameroon,54,177
29,2,ROCKY BETZ,1989-06-27,Greenland,56,194
30,2,LON BENEDICT,1990-08-24,Kuwait,57,194
31,2,BRYCE BRAYE,1991-10-10,Iran,56,173
32,2,ERICK SALCE,1988-10-19,Singapore,62,189
33,2,DUANE BARTUSH,1985-04-08,Jamaica,54,185
34,2,MALIK BALMOS,1995-05-01,Chile,89,175
35,2,EDWARD CARMICKEL,1992-08-08,Cyprus,86,194
36,2,JEAN AMODEO,1989-01-21,Guyana,63,185
37,2,BRYON MELTZER,1991-03-02,Mali,79,198
38,2,KIP FROOZY,1991-10-27,Philippines,60,182
39,2,GERRY ARDERY,1984-01-23,Grenada,77,183
40,2,THURMAN STANGEL,1993-04-24,Curacao,68,172
41,3,OREN DUDZINSKI,1993-09-21,Chile,57,179
42,3,RAY MONOT,1991-11-12,Tanzania,81,170
43,3,MAN PELE,1985-06-20,Mali,56,183
44,3,MARQUIS CAMPILLO,1990-11-24,Suriname,61,174
45,3,BASIL MISRAHI,1992-06-14,PapuaNewGuinea,59,166
46,3,RANDELL NEMECEK,1991-04-01,Guam,80,176
47,3,WALLACE KANTZ,1987-07-27,Palau,55,173
48,3,JIMMY CHOCK,1991-10-20,Moldava,90,179
49,3,AUGUSTUS GROOMES,1984-07-17,Turkey,76,194
50,3,MARCELLUS SHIMA,1989-08-05,Mongolia,81,169
51,3,NIGEL HUNSAKER,1987-01-13,Iran,65,194
